,date,symbol,open,close,low,high,volume,reported_year,reported_month
11203,2010-02-05,GOOG,263.21386083,264.653468826,260.254963006,265.754331523,6335600.0,2010,2
11671,2010-02-08,GOOG,265.256222557,265.739408458,264.77300627,269.988469434,5408700.0,2010,2
12139,2010-02-09,GOOG,268.763064552,267.218872563,266.536406613,269.7543689,5660200.0,2010,2
12607,2010-02-10,GOOG,266.038267262,266.227568215,262.860191968,267.891328533,5369000.0,2010,2
13075,2010-02-11,GOOG,265.664670594,267.198944259,263.761805001,269.236301743,4838000.0,2010,2
13543,2010-02-12,GOOG,265.490323589,265.565060955,264.259943854,267.572541425,4576400.0,2010,2
14011,2010-02-16,GOOG,267.433045291,269.639774927,266.152861235,271.049506407,7336100.0,2010,2
14479,2010-02-17,GOOG,269.988469434,268.100557292,267.801667604,270.685858449,4074500.0,2010,2
14947,2010-02-18,GOOG,267.766816734,270.59619752,267.069427719,271.487861843,4691200.0,2010,2
15415,2010-02-19,GOOG,269.256229549,269.370792638,268.842776771,270.999701588,5125300.0,2010,2
15883,2010-02-22,GOOG,272.65348281,270.386999147,269.490360967,272.728220176,4305100.0,2010,2
16351,2010-02-23,GOOG,270.486608786,266.536406613,265.151608178,270.800451924,5766600.0,2010,2
16819,2010-02-24,GOOG,265.993437295,264.743129755,264.264918707,268.215120382,4670500.0,2010,2
17287,2010-02-25,GOOG,262.576255731,262.232536076,259.02952724,263.258691295,6643100.0,2010,2
17755,2010-02-26,GOOG,262.725700575,262.416862177,260.763051067,264.882625889,4113800.0,2010,2
18223,2010-03-01,GOOG,263.612360157,265.350857841,262.885094129,265.649747529,4492500.0,2010,3
18691,2010-03-02,GOOG,266.740661017,269.520237482,266.506530098,271.811653692,8746200.0,2010,3
19159,2010-03-03,GOOG,270.167821678,271.642281042,268.618624449,273.037058574,6201800.0,2010,3
19627,2010-03-04,GOOG,272.230080824,276.259995216,272.08063598,277.027116856,6391300.0,2010,3
20095,2010-03-05,GOOG,279.627371463,281.052026008,278.905080288,282.775570241,7853700.0,2010,3
20563,2010-03-08,GOOG,281.335962245,280.190269084,279.457998813,281.535211909,4790600.0,2010,3
21031,2010-03-09,GOOG,278.880178127,279.049520391,277.211413068,281.27617833,6376900.0,2010,3
21499,2010-03-10,GOOG,280.827874184,287.149173901,280.055778189,288.170354764,11352100.0,2010,3
21967,2010-03-11,GOOG,286.058290799,289.485420575,286.028383399,292.010968202,8498200.0,2010,3
22435,2010-03-12,GOOG,292.97236515,288.688422419,288.499121466,293.042097775,5527400.0,2010,3
22903,2010-03-15,GOOG,282.282436129,280.538963592,276.962358585,283.662260209,9342600.0,2010,3
23371,2010-03-16,GOOG,279.866477236,281.545191004,279.33345613,283.149166909,6888600.0,2010,3
23839,2010-03-17,GOOG,283.089413878,281.724512364,281.071954312,284.658508028,6668000.0,2010,3
24307,2010-03-18,GOOG,281.306085232,282.142939995,280.429374857,283.159146503,3567600.0,2010,3
24775,2010-03-19,GOOG,278.954885107,278.954885107,277.599963187,282.939969034,9624200.0,2010,3
25243,2010-03-22,GOOG,277.01713776,277.709551921,276.105576017,282.367091818,8039600.0,2010,3
25711,2010-03-23,GOOG,277.480425743,273.47541401,269.988469434,278.113055989,11043800.0,2010,3
26179,2010-03-24,GOOG,271.736916326,277.624865846,268.842776771,278.880178127,13179500.0,2010,3
26647,2010-03-25,GOOG,278.466724851,280.389518748,278.287403492,284.932495555,7891200.0,2010,3
27115,2010-03-26,GOOG,281.580042373,280.294883464,278.964864203,282.636104991,5412500.0,2010,3
27583,2010-03-29,GOOG,280.449302663,280.175315634,279.238820846,281.306085232,6232200.0,2010,3
28051,2010-03-30,GOOG,280.364616587,282.297359193,279.094381241,282.755642435,3970500.0,2010,3
28519,2010-03-31,GOOG,281.47045314,282.501613598,280.354636993,283.806699814,6084200.0,2010,3
28987,2010-04-01,GOOG,284.608703209,283.338467863,281.719538009,285.654786731,4221100.0,2010,4
29455,2010-04-05,GOOG,284.384551385,284.439330559,283.438077501,286.367129196,3817200.0,2010,4
29923,2010-04-06,GOOG,283.667234564,283.049557769,281.644800643,284.37957703,4135600.0,2010,4
30391,2010-04-07,GOOG,282.591274527,280.71828545,279.881430687,283.313565702,5181200.0,2010,4
30859,2010-04-08,GOOG,280.608696715,282.685909312,278.979787268,283.861509873,3909500.0,2010,4
31327,2010-04-09,GOOG,282.685909312,282.053279066,280.947411628,283.323514412,4128600.0,2010,4
31795,2010-04-12,GOOG,282.616176687,285.296143514,282.053279066,285.92877376,4722400.0,2010,4
32263,2010-04-13,GOOG,285.196503489,292.289930085,284.499114474,293.340987463,7853900.0,2010,4
32731,2010-04-14,GOOG,293.928787744,293.400771877,290.915080359,295.064531697,6830900.0,2010,4
33199,2010-04-15,GOOG,294.979845621,296.539021447,293.047103015,297.804282438,13574200.0,2010,4
33667,2010-04-16,GOOG,280.449302663,274.048260341,273.789226763,283.343442217,24562600.0,2010,4
34135,2010-04-19,GOOG,273.350871326,274.023358181,271.482887488,275.961105528,7817100.0,2010,4
34603,2010-04-20,GOOG,276.050766457,276.48414704,274.501569228,278.785512457,5977000.0,2010,4
35071,2010-04-21,GOOG,277.191484764,276.115524727,275.049513399,279.079427292,4800800.0,2010,4
35539,2010-04-22,GOOG,274.969832064,272.509042707,270.660956288,275.218886049,6585900.0,2010,4
36007,2010-04-23,GOOG,272.60367799,271.477913133,270.122991213,273.634807564,4194300.0,2010,4
36475,2010-04-26,GOOG,271.467933539,264.827816329,263.617364898,271.477913133,8770300.0,2010,4
36943,2010-04-27,GOOG,263.48784786,263.542627034,262.631034905,268.160341208,7718100.0,2010,4
37411,2010-04-28,GOOG,265.056942508,263.607385802,259.54262054,266.416869169,6837700.0,2010,4
37880,2010-04-29,GOOG,265.689573252,265.007137688,262.352103907,267.248749079,6140700.0,2010,4
38349,2010-04-30,GOOG,264.573757105,261.86888762,261.739401466,267.836549359,4888900.0,2010,4
38818,2010-05-03,GOOG,262.267417333,264.309748674,261.560049222,265.46542093,3729500.0,2010,5
39287,2010-05-04,GOOG,262.277366043,252.239980129,251.16400465,262.386955275,12198000.0,2010,5
39756,2010-05-05,GOOG,249.555038948,253.928642608,249.300995166,256.897535468,9198600.0,2010,5
40225,2010-05-06,GOOG,253.4255294,248.404341544,229.141521324,257.794173648,10037600.0,2010,5
40694,2010-05-07,GOOG,249.051925242,245.64966724,239.766707517,251.716938617,10216000.0,2010,5
41163,2010-05-10,GOOG,256.025798951,259.851458938,255.343348443,260.434284365,8286800.0,2010,5
41632,2010-05-11,GOOG,256.87263281,253.574973746,253.161520968,258.969773711,6670000.0,2010,5
42101,2010-05-12,GOOG,255.064402003,251.75180493,250.063127009,255.064402003,7732400.0,2010,5
42570,2010-05-13,GOOG,257.286085587,254.486566373,254.232506651,260.025805943,6676400.0,2010,5
43039,2010-05-14,GOOG,253.933632405,252.817816258,247.198864468,254.541360491,8262800.0,2010,5
43508,2010-05-17,GOOG,252.444204148,253.036993727,248.244947991,253.231269035,5608400.0,2010,5
43977,2010-05-18,GOOG,254.048195494,248.254911644,247.607327449,254.531396339,5672100.0,2010,5
44446,2010-05-19,GOOG,247.203838823,246.292262137,242.959751704,248.787917308,6917100.0,2010,5
44915,2010-05-20,GOOG,241.629732442,236.618508739,236.015755008,241.883776722,9863400.0,2010,5
45384,2010-05-21,GOOG,233.654606174,235.144033933,231.333297508,241.59486613,19454100.0,2010,5
45853,2010-05-24,GOOG,239.467833271,237.689494422,237.51015762,243.980917623,8723600.0,2010,5
46322,2010-05-25,GOOG,233.201312231,237.644663957,231.139037642,237.833949469,6057300.0,2010,5
46791,2010-05-26,GOOG,240.13532983,236.84765036,236.613518942,243.965979116,6977200.0,2010,5
47260,2010-05-27,GOOG,241.569948527,244.314673624,239.627226825,245.236214462,5639200.0,2010,5
47729,2010-05-28,GOOG,245.450417577,241.908678883,240.598587427,245.804086439,5811200.0,2010,5
48198,2010-06-01,GOOG,239.318388427,240.284774674,239.163969228,244.61354787,5353500.0,2010,6
48667,2010-06-02,GOOG,242.431720395,245.764245771,239.831465787,246.013300254,5100500.0,2010,6
49136,2010-06-03,GOOG,246.630992492,251.856419309,246.426753032,253.051932233,7328700.0,2010,6
49605,2010-06-04,GOOG,248.927383056,248.429259147,247.423016292,253.674598826,7869900.0,2010,6
50074,2010-06-07,GOOG,248.598616355,241.853884765,240.673309849,249.520172636,7292500.0,2010,6
50543,2010-06-08,GOOG,243.01454632,241.485261953,237.878779933,243.507695874,5390200.0,2010,6
51012,2010-06-09,GOOG,242.700718125,236.125343743,235.11911633,243.527624178,5478300.0,2010,6
51481,2010-06-10,GOOG,239.28849647,242.596103746,237.031961517,243.338323225,5175000.0,2010,6
51950,2010-06-11,GOOG,240.349518,243.338323225,239.911162564,243.442937604,3576600.0,2010,6
52419,2010-06-14,GOOG,246.317164297,240.693238153,240.693238153,246.327128449,4096000.0,2010,6
52888,2010-06-15,GOOG,240.638443537,248.065610691,240.190124447,249.266113412,8551100.0,2010,6
53357,2010-06-16,GOOG,247.159008359,249.699494493,247.129131843,251.059405712,4595600.0,2010,6
53826,2010-06-17,GOOG,250.785433627,249.106719858,247.418041937,251.990910703,3969300.0,2010,6
54295,2010-06-18,GOOG,250.317186233,249.081802255,248.135358758,250.795382336,5767200.0,2010,6
54764,2010-06-21,GOOG,249.017058929,243.368215182,241.540071514,249.550049649,5989200.0,2010,6
55233,2010-06-22,GOOG,244.03571224,242.217532723,241.958499144,247.373211473,4456000.0,2010,6
55702,2010-06-23,GOOG,242.536335272,240.125366177,238.187618331,242.536335272,4073300.0,2010,6
56171,2010-06-24,GOOG,238.934827607,236.663339204,235.74677272,240.474060186,3801300.0,2010,6
56640,2010-06-25,GOOG,237.639674659,235.457847184,234.401814952,237.93357455,4507100.0,2010,6
57109,2010-06-28,GOOG,235.413016719,235.15897244,233.629703515,237.88376973,3537700.0,2010,6
57578,2010-06-29,GOOG,230.855101903,226.282233138,224.718082458,231.40801993,7030400.0,2010,6
58047,2010-06-30,GOOG,226.630927645,221.644606102,221.530027571,228.060571489,7233400.0,2010,6
58516,2010-07-01,GOOG,221.813963808,218.924798609,216.005726009,223.363160538,7053500.0,2010,7
58985,2010-07-02,GOOG,219.985820139,217.46027301,217.186300925,220.314586841,3886400.0,2010,7
59454,2010-07-06,GOOG,221.17136941,217.221182181,216.005726009,222.999528022,5139300.0,2010,7
59923,2010-07-07,GOOG,218.336998328,224.259799217,216.877462527,224.802769032,6282800.0,2010,7
60392,2010-07-08,GOOG,225.928548833,227.427941242,223.990816928,227.811502062,5357700.0,2010,7
60861,2010-07-09,GOOG,235.099188524,232.872530585,230.526319759,235.74677272,8695400.0,2010,7
61330,2010-07-12,GOOG,235.303427985,237.026972218,234.660833088,238.825238375,6693700.0,2010,7
61799,2010-07-13,GOOG,240.224990759,243.687017732,239.243666005,245.574944818,7982300.0,2010,7
62268,2010-07-14,GOOG,244.025748088,244.75302906,242.32213166,245.993372448,6259300.0,2010,7
62737,2010-07-15,GOOG,244.947304368,246.088022676,240.439193873,246.426753032,9752800.0,2010,7
63206,2010-07-16,GOOG,233.684498131,228.947246015,228.902416049,234.401814952,15708200.0,2010,7
63675,2010-07-19,GOOG,229.64463503,232.219987477,227.906137346,233.948506065,9134700.0,2010,7
64144,2010-07-20,GOOG,229.654599182,239.896224556,229.440396068,240.593613072,8139300.0,2010,7
64613,2010-07-21,GOOG,241.096726779,237.858852128,236.827722554,241.943545195,6583700.0,2010,7
65082,2010-07-22,GOOG,240.713165959,241.500215902,240.339569291,243.577428998,4311400.0,2010,7
65551,2010-07-23,GOOG,239.487745635,244.115409016,239.109174612,244.379431894,4545700.0,2010,7
66020,2010-07-26,GOOG,243.632223116,243.572454643,241.535082215,244.459128671,4005200.0,2010,7
66489,2010-07-27,GOOG,244.374442595,245.395623458,244.170203135,247.821531061,4920700.0,2010,7
66958,2010-07-28,GOOG,246.546305918,241.271074281,240.434204574,246.700725117,5010600.0,2010,7
67427,2010-07-29,GOOG,242.068087879,241.589876333,238.770444257,243.527624178,5371000.0,2010,7
67896,2010-07-30,GOOG,238.92983781,241.520143708,238.675793531,242.770451248,4304100.0,2010,7
68365,2010-08-02,GOOG,243.582418297,244.289756021,242.561237433,245.719400363,3731300.0,2010,8
68834,2010-08-03,GOOG,244.334601928,244.000845429,242.471576504,245.310936884,3618100.0,2010,8
69303,2010-08-04,GOOG,245.171456192,252.215062527,244.608573515,252.553808324,7653500.0,2010,8
69772,2010-08-05,GOOG,252.000874855,253.101752495,250.840228243,253.350821922,4858900.0,2010,8
70241,2010-08-06,GOOG,251.756794727,249.176452483,247.099239388,251.926152433,6663800.0,2010,8
70710,2010-08-09,GOOG,250.187669693,251.731877124,249.744324958,251.806599546,3758300.0,2010,8
71179,2010-08-10,GOOG,250.237474512,250.914935223,248.354536725,252.055668973,4163400.0,2010,8
71648,2010-08-11,GOOG,247.936094151,244.952278723,244.832725837,248.070600488,4462600.0,2010,8
72117,2010-08-12,GOOG,241.066834821,245.086769618,240.354507798,246.45165569,4425700.0,2010,8
72586,2010-08-13,GOOG,243.587392651,242.267337542,242.097979836,244.678306638,3883800.0,2010,8
73055,2010-08-16,GOOG,240.937318281,241.888751077,239.35325474,244.020773733,2619700.0,2010,8
73524,2010-08-17,GOOG,243.353276676,244.344550637,242.107943988,246.426753032,3795400.0,2010,8
73993,2010-08-18,GOOG,244.304709472,240.175170498,239.876296252,244.518897642,5392800.0,2010,8
74462,2010-08-19,GOOG,239.607298521,233.111636358,232.752977699,240.354507798,7879300.0,2010,8
74931,2010-08-20,GOOG,233.111636358,230.147748736,229.649609385,234.914892312,7864500.0,2010,8
75400,2010-08-23,GOOG,229.888715158,231.168914656,228.010751726,233.25111705,5994700.0,2010,8
75869,2010-08-24,GOOG,227.995813219,224.852588796,224.618457876,228.329554275,5546000.0,2010,8
76338,2010-08-25,GOOG,224.160174634,226.461554497,224.160174634,228.050607835,5203500.0,2010,8
76807,2010-08-26,GOOG,227.178871816,224.648349833,224.379352103,227.77663575,3567200.0,2010,8
77276,2010-08-27,GOOG,225.435399279,228.558695896,222.98956387,229.136532025,4642100.0,2010,8
77745,2010-08-30,GOOG,228.718104394,225.500157549,225.365666654,229.021968437,2471900.0,2010,8
78214,2010-08-31,GOOG,224.214968752,224.170138288,223.163910875,226.586097181,3908100.0,2010,8
78683,2010-09-01,GOOG,226.640891797,229.305904674,225.405507321,231.602295239,6480700.0,2010,9
79152,2010-09-02,GOOG,230.556212215,230.725584865,229.295940523,231.348251457,3380900.0,2010,9
79621,2010-09-03,GOOG,234.381886648,234.272297913,232.847628424,235.059347857,5099700.0,2010,9
80090,2010-09-07,GOOG,231.38311777,231.333297508,230.645872646,232.922350846,3432500.0,2010,9
80559,2010-09-08,GOOG,231.72682248,234.411763661,231.388092125,235.368186255,4821600.0,2010,9
81028,2010-09-09,GOOG,238.023235478,237.201319222,234.411763661,239.30344992,4879300.0,2010,9
81497,2010-09-10,GOOG,238.616025058,237.181391417,236.653375052,238.999585878,3963300.0,2010,9
81966,2010-09-13,GOOG,239.552504403,240.234954911,238.870068839,241.271074281,4499700.0,2010,9
82435,2010-09-14,GOOG,240.105437873,239.318388427,239.144040925,241.470323945,4449500.0,2010,9
82904,2010-09-15,GOOG,239.079282654,239.423002807,238.356991479,240.0456694,4823600.0,2010,9
83373,2010-09-16,GOOG,239.079282654,239.632216124,238.810284924,240.324615342,3953700.0,2010,9
83842,2010-09-17,GOOG,240.972184593,244.160254425,239.691985095,244.683280993,11325400.0,2010,9
84311,2010-09-20,GOOG,245.330865188,253.191412926,245.111687221,254.252434955,8840000.0,2010,9
84780,2010-09-21,GOOG,253.88880194,255.771739727,253.50524112,259.01957853,8966000.0,2010,9
85249,2010-09-22,GOOG,255.472865481,257.037000718,254.885065201,257.923690687,5093100.0,2010,9
85718,2010-09-23,GOOG,256.344586059,255.781703879,254.69577969,258.875108041,4652100.0,2010,9
86187,2010-09-24,GOOG,259.896288904,262.660942305,258.162795962,262.929924593,6738900.0,2010,9
86656,2010-09-27,GOOG,263.438012654,264.215113888,263.438012654,267.423096581,6238000.0,2010,9
87125,2010-09-28,GOOG,265.744382813,262.60115839,258.257431245,265.799161987,7336700.0,2010,9
87594,2010-09-29,GOOG,262.939904187,262.860191968,261.375753508,265.475400524,4360600.0,2010,9
88063,2010-09-30,GOOG,263.592431853,261.913748471,258.491562663,264.942379418,6512400.0,2010,9
88532,2010-10-01,GOOG,264.01088987,261.829062395,260.523945294,264.319728268,4466600.0,2010,10
89001,2010-10-04,GOOG,261.495290952,260.200152947,258.456680909,263.139153352,3895400.0,2010,10
89470,2010-10-05,GOOG,263.203912121,268.110506002,262.292319992,268.992221616,7040400.0,2010,10
89939,2010-10-06,GOOG,268.623598804,266.177763396,263.98098247,268.967318957,5545200.0,2010,10
90408,2010-10-07,GOOG,267.104278589,264.015864225,263.582483143,267.597443586,4809400.0,2010,10
90877,2010-10-08,GOOG,265.39071395,267.174011713,262.825310213,267.796693249,5739800.0,2010,10
91346,2010-10-11,GOOG,268.235048686,268.414370045,267.582490135,271.283637825,5272200.0,2010,10
91815,2010-10-12,GOOG,269.051975145,269.684605391,267.891328533,271.976021601,7535300.0,2010,10
92284,2010-10-13,GOOG,272.479135307,270.63605363,270.152868227,272.723245821,6134000.0,2010,10
92753,2010-10-14,GOOG,271.074409066,269.455479212,267.552613122,271.607429674,13317800.0,2010,10
93222,2010-10-15,GOOG,298.516594518,299.602534149,294.695909383,299.697168935,29760600.0,2010,10
93691,2010-10-18,GOOG,299.154199617,307.702187659,299.154199617,308.688487266,14249500.0,2010,10
94160,2010-10-19,GOOG,303.28872789,302.780639829,300.304897021,306.262579664,9210100.0,2010,10
94629,2010-10-20,GOOG,302.935059028,302.855347307,302.616241534,307.537789365,7076500.0,2010,10
95098,2010-10-21,GOOG,304.61374241,304.852848183,301.8690477,306.850379446,5862800.0,2010,10
95567,2010-10-22,GOOG,304.817996815,305.121860858,303.88647688,306.262579664,4529100.0,2010,10
96036,2010-10-25,GOOG,306.646155926,307.099433928,306.337286644,311.2040553,6340400.0,2010,10
96505,2010-10-26,GOOG,305.405797095,308.145517451,304.374667522,309.455608906,5044600.0,2010,10
96974,2010-10-27,GOOG,306.735816356,307.084510864,305.022220833,308.842906465,4500500.0,2010,10
97443,2010-10-28,GOOG,308.867808626,308.135568741,305.505406734,309.341045319,4384900.0,2010,10
97912,2010-10-29,GOOG,307.383370166,305.704656397,305.350987535,308.344767114,4573600.0,2010,10
98381,2010-11-01,GOOG,306.715888551,306.352240592,304.464328451,309.171672669,6197200.0,2010,11
98850,2010-11-02,GOOG,308.180399205,306.651130281,306.143042219,308.842906465,4010000.0,2010,11
99319,2010-11-03,GOOG,307.59757328,308.932566896,305.605046758,309.754498594,6786200.0,2010,11
99788,2010-11-04,GOOG,311.154250481,310.969954766,309.888989489,313.784412488,7168300.0,2010,11
100257,2010-11-05,GOOG,310.42698495,311.37342795,309.395855377,311.577651968,3544600.0,2010,11
100726,2010-11-08,GOOG,310.845412083,312.215287453,310.402082292,313.570209373,4218300.0,2010,11
101195,2010-11-09,GOOG,313.824238211,311.243911409,309.096965689,314.247670084,4491000.0,2010,11
101664,2010-11-10,GOOG,309.87904078,310.277540106,307.602547635,310.337324021,5012600.0,2010,11
102133,2010-11-11,GOOG,308.693461621,307.443154081,305.958715621,308.768198987,4540100.0,2010,11
102602,2010-11-12,GOOG,305.849126886,300.519100633,299.482965821,307.298683592,6811300.0,2010,11
103071,2010-11-15,GOOG,300.414486253,296.623677635,295.91633991,300.872769495,6983800.0,2010,11
103540,2010-11-16,GOOG,295.273760456,290.77060987,290.636118477,297.829185097,6639500.0,2010,11
104009,2010-11-17,GOOG,291.408244857,290.685923296,289.600014548,293.649825861,4903200.0,2010,11
104479,2010-11-18,GOOG,293.400771877,297.166647451,293.18159391,298.87026338,5199300.0,2010,11
104949,2010-11-19,GOOG,297.38582492,294.312364006,294.068253492,297.829185097,4612100.0,2010,11
105419,2010-11-22,GOOG,292.638624592,294.50660843,290.287423969,295.612475867,4389500.0,2010,11
105889,2010-11-23,GOOG,292.409467529,290.416941007,288.02090992,293.405746232,4341300.0,2010,11
106359,2010-11-24,GOOG,292.558912373,296.374623152,292.429395335,297.186575256,4810600.0,2010,11
106829,2010-11-26,GOOG,294.128037407,293.89891073,292.404493174,295.383349688,2632000.0,2010,11
107299,2010-11-29,GOOG,293.485457953,289.968636861,288.892646438,293.799270705,5740800.0,2010,11
107769,2010-11-30,GOOG,286.088167314,276.817888096,275.62235973,286.088167314,14288100.0,2010,11
108239,2010-12-01,GOOG,280.449302663,281.121759131,280.150413473,284.718291943,7536300.0,2010,12
108709,2010-12-02,GOOG,283.268735238,284.842834627,281.619897984,285.595002816,5114800.0,2010,12
109179,2010-12-03,GOOG,283.662260209,285.430634907,282.939969034,287.16412785,5282000.0,2010,12
109649,2010-12-06,GOOG,289.201484836,288.100622139,287.22888612,289.913827301,4203200.0,2010,12
110119,2010-12-07,GOOG,294.531541475,292.474225799,291.906353823,295.393298398,6107100.0,2010,12
110589,2010-12-08,GOOG,294.880235982,294.167893517,290.755686307,295.154192625,3526900.0,2010,12
111059,2010-12-09,GOOG,295.831653336,294.646104564,293.400771877,296.678487195,3751700.0,2010,12
111529,2010-12-10,GOOG,295.463031023,294.999773426,294.043350833,295.886463395,3422100.0,2010,12
111999,2010-12-13,GOOG,297.445608835,296.200276148,295.936267716,300.374630144,4814800.0,2010,12
112469,2010-12-14,GOOG,297.430655384,296.344746637,295.13426482,298.02843476,3298800.0,2010,12
112939,2010-12-15,GOOG,295.99104689,294.048355574,293.475478857,297.111868276,4351600.0,2010,12
113409,2010-12-16,GOOG,295.31859092,294.750718944,292.937513782,295.776874162,3205600.0,2010,12
113879,2010-12-17,GOOG,294.397019695,294.297410057,292.738233732,295.174120431,6197200.0,2010,12
114349,2010-12-20,GOOG,296.215229598,296.419453617,293.231398729,297.824180356,3961300.0,2010,12
114819,2010-12-21,GOOG,298.16790001,300.409511899,297.689688963,301.231443099,3773000.0,2010,12
115289,2010-12-22,GOOG,300.872769495,301.614988476,300.514126278,302.367187051,2424000.0,2010,12
115759,2010-12-23,GOOG,301.540281497,300.987332585,299.891444243,301.8690477,2229900.0,2010,12
116229,2010-12-27,GOOG,300.245113106,300.065791746,298.631157607,300.763180263,2425200.0,2010,12
116699,2010-12-28,GOOG,299.901423837,298.342247513,297.888938626,300.808010727,2137500.0,2010,12
117169,2010-12-29,GOOG,299.876490793,299.378381827,298.342247513,300.080745197,2046000.0,2010,12
117639,2010-12-30,GOOG,297.883964271,298.312370499,297.580100228,299.542749736,1986300.0,2010,12
118109,2010-12-31,GOOG,297.256307881,295.876483801,294.910112498,298.09319303,3090000.0,2010,12
118579,2011-01-03,GOOG,297.126821727,301.0471165,297.126821727,301.664793296,4748100.0,2011,1
119049,2011-01-04,GOOG,301.679747245,299.936274708,298.940026889,301.958708629,3662600.0,2011,1
119519,2011-01-05,GOOG,298.915093844,303.398316625,298.905145135,304.025973014,5083500.0,2011,1
119989,2011-01-06,GOOG,304.200320019,305.605046758,303.88647688,308.060830877,4131000.0,2011,1
120459,2011-01-07,GOOG,306.805549479,307.069557413,303.92633299,307.971169948,4218100.0,2011,1
120929,2011-01-10,GOOG,306.252630954,305.958715621,303.144257401,306.546515403,3170100.0,2011,1
121399,2011-01-11,GOOG,307.702187659,306.855353801,306.10318611,308.245157475,2889300.0,2011,1
121869,2011-01-12,GOOG,308.519114119,307.283760527,306.237677005,308.519114119,3277500.0,2011,1
122339,2011-01-13,GOOG,307.333565346,307.194099598,305.933812962,308.678538557,2677900.0,2011,1
122809,2011-01-14,GOOG,307.547768461,310.925124302,307.388374907,310.969954766,4748900.0,2011,1
123279,2011-01-18,GOOG,311.861588205,318.621273744,311.468063233,319.796873807,7261000.0,2011,1
123749,2011-01-19,GOOG,319.861632575,314.69597423,313.654895947,320.280059707,6837700.0,2011,1
124219,2011-01-20,GOOG,314.925131293,312.215287453,310.481764124,315.856620842,11012600.0,2011,1
124689,2011-01-21,GOOG,318.596371584,304.773166849,304.539035431,319.667357266,17875500.0,2011,1
125159,2011-01-24,GOOG,302.651123289,304.399569682,299.492945415,305.101933052,9232700.0,2011,1
125629,2011-01-25,GOOG,302.964936042,308.798076001,302.128081777,309.18662612,7320800.0,2011,1
126099,2011-01-26,GOOG,309.00730476,307.099433928,306.491736229,310.083264798,4091400.0,2011,1
126569,2011-01-27,GOOG,307.791848588,307.243904418,305.480504075,308.693461621,4053400.0,2011,1
127039,2011-01-28,GOOG,308.379648869,299.373377086,298.760674645,309.022227825,8493800.0,2011,1
127509,2011-01-31,GOOG,300.673519832,299.059564333,296.663533744,301.106900415,5630800.0,2011,1
127979,2011-02-01,GOOG,301.116849125,304.379641877,300.429439704,305.530308894,5511000.0,2011,2
128449,2011-02-02,GOOG,304.359713573,304.857852924,302.631194985,306.023473891,3534500.0,2011,2
128919,2011-02-03,GOOG,303.602540643,303.9362817,301.933806468,304.583865895,3001300.0,2011,2
129389,2011-02-04,GOOG,303.9362817,304.349734477,302.172911743,304.57889154,3113200.0,2011,2
129859,2011-02-07,GOOG,303.941286441,305.99857173,303.468049748,308.040903071,3612500.0,2011,2
130329,2011-02-08,GOOG,306.317389224,308.035928716,306.108160465,308.658610253,3402400.0,2011,2
